id,headline,author,content,source,published_date,engagement_score,clicks,read_time,sentiment_score,is_fake
2453,Headline 2453,John Doe,Content of news article 2453,News Source 2,2020-09-05 00:00:00,64,2332,13,0.32577034939472593,1
2454,Headline 2454,John Doe,Content of news article 2454,News Source 1,2020-09-05 06:00:00,63,1004,11,0.6430225599731947,1
2455,Headline 2455,Reporter X,Content of news article 2455,News Source 2,2020-09-05 12:00:00,96,4203,4,0.2606763837732029,1
2456,Headline 2456,John Doe,Content of news article 2456,News Source 2,2020-09-05 18:00:00,91,3288,11,-0.0332292523344726,0
2457,Headline 2457,Anonymous,Content of news article 2457,Independent,2020-09-06 00:00:00,100,3939,9,0.924203537217432,0
2458,Headline 2458,John Doe,Content of news article 2458,Independent,2020-09-06 06:00:00,71,1355,3,-0.9963987616559717,1
2459,Headline 2459,Jane Smith,Content of news article 2459,Blog,2020-09-06 12:00:00,94,2173,10,0.15824157176512776,1
2460,Headline 2460,Jane Smith,Content of news article 2460,News Source 1,2020-09-06 18:00:00,32,901,13,0.7135880712084159,0
2461,Headline 2461,John Doe,Content of news article 2461,News Source 2,2020-09-07 00:00:00,55,2868,15,-0.6182482296507741,0
2462,Headline 2462,Jane Smith,Content of news article 2462,Independent,2020-09-07 06:00:00,94,1135,7,0.08228000479500919,0
2463,Headline 2463,John Doe,Content of news article 2463,Blog,2020-09-07 12:00:00,39,4689,7,-0.18140694733882423,1
2464,Headline 2464,John Doe,Content of news article 2464,Independent,2020-09-07 18:00:00,76,2940,9,0.4173425699181832,1
2465,Headline 2465,Jane Smith,Content of news article 2465,Independent,2020-09-08 00:00:00,100,462,13,-0.9195165077856471,0
2466,Headline 2466,John Doe,Content of news article 2466,Blog,2020-09-08 06:00:00,92,631,11,0.9829000677646853,1
2467,Headline 2467,Reporter X,Content of news article 2467,Independent,2020-09-08 12:00:00,87,4418,14,-0.5471827596561867,0
2468,Headline 2468,Jane Smith,Content of news article 2468,Independent,2020-09-08 18:00:00,87,2881,9,0.9130505779307228,0
2469,Headline 2469,Anonymous,Content of news article 2469,News Source 1,2020-09-09 00:00:00,38,3118,11,-0.7335270884427891,1
2470,Headline 2470,Anonymous,Content of news article 2470,Independent,2020-09-09 06:00:00,92,3398,15,-0.23842544255638076,0
2471,Headline 2471,Anonymous,Content of news article 2471,Independent,2020-09-09 12:00:00,23,1025,15,0.1862183678080056,1
2472,Headline 2472,Anonymous,Content of news article 2472,Independent,2020-09-09 18:00:00,14,2915,10,-0.35715154155794404,0
2473,Headline 2473,Reporter X,Content of news article 2473,Independent,2020-09-10 00:00:00,53,3278,1,-0.6019917526781926,1
2474,Headline 2474,Reporter X,Content of news article 2474,Independent,2020-09-10 06:00:00,56,4515,7,0.8715607095664444,1
2475,Headline 2475,Reporter X,Content of news article 2475,Blog,2020-09-10 12:00:00,35,4676,10,-0.3943601446916729,1
2476,Headline 2476,Anonymous,Content of news article 2476,Independent,2020-09-10 18:00:00,71,2483,13,0.6978509329366669,0
2477,Headline 2477,Anonymous,Content of news article 2477,Blog,2020-09-11 00:00:00,23,4698,6,-0.3790606353020314,0
2478,Headline 2478,Reporter X,Content of news article 2478,Independent,2020-09-11 06:00:00,96,660,11,-0.05995174721585106,1
2479,Headline 2479,Jane Smith,Content of news article 2479,Independent,2020-09-11 12:00:00,3,2027,11,-0.43540776462392317,0
2480,Headline 2480,Jane Smith,Content of news article 2480,News Source 2,2020-09-11 18:00:00,11,2832,10,-0.12306755693720062,0
2481,Headline 2481,Jane Smith,Content of news article 2481,Blog,2020-09-12 00:00:00,39,4222,2,-0.7840918341937473,1
2482,Headline 2482,Jane Smith,Content of news article 2482,News Source 2,2020-09-12 06:00:00,51,3476,9,0.7217938269646029,1
2483,Headline 2483,Jane Smith,Content of news article 2483,News Source 1,2020-09-12 12:00:00,29,3690,8,0.7140223462075956,0
2484,Headline 2484,Jane Smith,Content of news article 2484,Independent,2020-09-12 18:00:00,58,3942,13,-0.5819295006776837,1
2485,Headline 2485,Jane Smith,Content of news article 2485,News Source 2,2020-09-13 00:00:00,41,1621,12,-0.07113020463724928,1
2486,Headline 2486,Jane Smith,Content of news article 2486,Blog,2020-09-13 06:00:00,20,370,6,0.45198891507585826,1
2487,Headline 2487,Anonymous,Content of news article 2487,News Source 1,2020-09-13 12:00:00,4,2100,14,0.11066826927974494,0
2488,Headline 2488,John Doe,Content of news article 2488,News Source 1,2020-09-13 18:00:00,48,4218,15,0.7520124482495416,0
2489,Headline 2489,John Doe,Content of news article 2489,Independent,2020-09-14 00:00:00,100,2252,9,-0.10107100588352202,0
2490,Headline 2490,Anonymous,Content of news article 2490,News Source 2,2020-09-14 06:00:00,29,884,11,-0.9438262545489735,0
2491,Headline 2491,Jane Smith,Content of news article 2491,Blog,2020-09-14 12:00:00,3,501,10,0.31700775121714764,0
2492,Headline 2492,Reporter X,Content of news article 2492,Independent,2020-09-14 18:00:00,69,1607,11,0.19045288723915155,0
2493,Headline 2493,Anonymous,Content of news article 2493,News Source 1,2020-09-15 00:00:00,6,135,9,-0.4907730130953234,0
2494,Headline 2494,John Doe,Content of news article 2494,Blog,2020-09-15 06:00:00,13,2657,3,-0.20476060751910108,0
2495,Headline 2495,Anonymous,Content of news article 2495,News Source 2,2020-09-15 12:00:00,97,1054,3,0.5189486360944275,1
2496,Headline 2496,Jane Smith,Content of news article 2496,Blog,2020-09-15 18:00:00,64,2623,3,0.632065688128127,1
2497,Headline 2497,Reporter X,Content of news article 2497,News Source 1,2020-09-16 00:00:00,2,2960,2,0.7626574869075624,0
2498,Headline 2498,Reporter X,Content of news article 2498,News Source 2,2020-09-16 06:00:00,34,235,14,0.23439495216784678,0
2499,Headline 2499,Anonymous,Content of news article 2499,News Source 2,2020-09-16 12:00:00,57,1065,1,-0.8930024891488355,1
2500,Headline 2500,John Doe,Content of news article 2500,News Source 2,2020-09-16 18:00:00,74,2668,15,0.03068612521692926,1
2501,Headline 2501,Anonymous,Content of news article 2501,News Source 2,2020-09-17 00:00:00,73,3936,13,0.30387999751448236,0
2502,Headline 2502,Anonymous,Content of news article 2502,Blog,2020-09-17 06:00:00,95,4497,6,-0.6750575452688534,0
2503,Headline 2503,Anonymous,Content of news article 2503,News Source 2,2020-09-17 12:00:00,39,2968,10,-0.7181020434477852,1
2504,Headline 2504,Reporter X,Content of news article 2504,News Source 1,2020-09-17 18:00:00,75,774,3,0.973991496777932,1
2505,Headline 2505,Reporter X,Content of news article 2505,News Source 1,2020-09-18 00:00:00,13,167,13,-0.7417899647119646,1
2506,Headline 2506,John Doe,Content of news article 2506,News Source 2,2020-09-18 06:00:00,78,2082,7,-0.6730843340303736,0
2507,Headline 2507,Anonymous,Content of news article 2507,Blog,2020-09-18 12:00:00,96,1351,9,-0.20573375808890693,0
2508,Headline 2508,Jane Smith,Content of news article 2508,Blog,2020-09-18 18:00:00,63,2051,12,-0.4186990424740209,1
2509,Headline 2509,Reporter X,Content of news article 2509,Independent,2020-09-19 00:00:00,43,612,13,0.8846365271609131,0
2510,Headline 2510,Reporter X,Content of news article 2510,Independent,2020-09-19 06:00:00,96,2049,12,-0.09225478495791761,0
2511,Headline 2511,John Doe,Content of news article 2511,Blog,2020-09-19 12:00:00,96,1225,10,-0.03149893621218558,1
2512,Headline 2512,John Doe,Content of news article 2512,News Source 1,2020-09-19 18:00:00,60,1719,7,0.018799564054290174,0
2513,Headline 2513,Anonymous,Content of news article 2513,Blog,2020-09-20 00:00:00,56,2331,7,-0.9107742502939733,0
2514,Headline 2514,Jane Smith,Content of news article 2514,News Source 2,2020-09-20 06:00:00,16,3264,12,-0.3908725010939025,0
2515,Headline 2515,Reporter X,Content of news article 2515,Independent,2020-09-20 12:00:00,97,207,4,0.5623303742482819,0
2516,Headline 2516,Reporter X,Content of news article 2516,News Source 2,2020-09-20 18:00:00,43,3390,7,0.3784392697626229,1
2517,Headline 2517,Jane Smith,Content of news article 2517,News Source 1,2020-09-21 00:00:00,30,3042,13,0.43451383577352654,1
2518,Headline 2518,Reporter X,Content of news article 2518,Independent,2020-09-21 06:00:00,96,2544,3,0.5341075596347515,1
2519,Headline 2519,Reporter X,Content of news article 2519,Independent,2020-09-21 12:00:00,75,2216,13,-0.033215567056494644,0
2520,Headline 2520,Anonymous,Content of news article 2520,Blog,2020-09-21 18:00:00,42,4670,15,0.4445804765345469,0
2521,Headline 2521,John Doe,Content of news article 2521,News Source 2,2020-09-22 00:00:00,6,839,1,0.5321785434398738,0
2522,Headline 2522,Reporter X,Content of news article 2522,News Source 2,2020-09-22 06:00:00,77,2556,2,0.549572115708699,1
2523,Headline 2523,John Doe,Content of news article 2523,Blog,2020-09-22 12:00:00,64,671,6,0.22209070380708873,1
2524,Headline 2524,Anonymous,Content of news article 2524,Blog,2020-09-22 18:00:00,15,4656,10,-0.5659358042730942,1
2525,Headline 2525,Anonymous,Content of news article 2525,Independent,2020-09-23 00:00:00,51,2509,11,-0.2900600186446356,1
2526,Headline 2526,Reporter X,Content of news article 2526,Blog,2020-09-23 06:00:00,23,1291,3,0.29098247519617537,0
2527,Headline 2527,Jane Smith,Content of news article 2527,Independent,2020-09-23 12:00:00,3,1671,6,0.4330331097181912,0
2528,Headline 2528,John Doe,Content of news article 2528,News Source 1,2020-09-23 18:00:00,96,944,9,-0.10718142428370236,0
2529,Headline 2529,Jane Smith,Content of news article 2529,Independent,2020-09-24 00:00:00,79,2244,5,-0.8101152589665359,1
2530,Headline 2530,Anonymous,Content of news article 2530,News Source 2,2020-09-24 06:00:00,67,1350,7,0.4740921095327917,1
2531,Headline 2531,John Doe,Content of news article 2531,News Source 1,2020-09-24 12:00:00,72,619,8,0.8508844032958776,1
2532,Headline 2532,John Doe,Content of news article 2532,News Source 2,2020-09-24 18:00:00,63,2403,8,0.34234642415673666,0
2533,Headline 2533,John Doe,Content of news article 2533,News Source 1,2020-09-25 00:00:00,47,3257,12,-0.22444450250513137,0
2534,Headline 2534,John Doe,Content of news article 2534,News Source 1,2020-09-25 06:00:00,98,4120,1,0.7051599769717865,0
2535,Headline 2535,Jane Smith,Content of news article 2535,News Source 2,2020-09-25 12:00:00,20,3305,11,-0.2729876610452684,1
2536,Headline 2536,Jane Smith,Content of news article 2536,Independent,2020-09-25 18:00:00,58,1046,5,-0.40207334619191637,0
2537,Headline 2537,Jane Smith,Content of news article 2537,Independent,2020-09-26 00:00:00,49,3044,13,0.7082785232432987,0
2538,Headline 2538,John Doe,Content of news article 2538,Independent,2020-09-26 06:00:00,67,2864,12,-0.6942195837678522,1
2539,Headline 2539,Anonymous,Content of news article 2539,Blog,2020-09-26 12:00:00,9,2045,13,-0.7126410116547008,0
2540,Headline 2540,Reporter X,Content of news article 2540,News Source 2,2020-09-26 18:00:00,76,3880,15,0.14610752403957994,0
2541,Headline 2541,John Doe,Content of news article 2541,Blog,2020-09-27 00:00:00,53,359,7,0.21622529979296656,0
2542,Headline 2542,Jane Smith,Content of news article 2542,News Source 2,2020-09-27 06:00:00,56,3612,15,0.9638533094127695,1
2543,Headline 2543,Anonymous,Content of news article 2543,News Source 2,2020-09-27 12:00:00,67,3214,11,0.3568902064134445,1
2544,Headline 2544,Jane Smith,Content of news article 2544,News Source 1,2020-09-27 18:00:00,85,1368,12,-0.9109353977741452,0
2545,Headline 2545,Anonymous,Content of news article 2545,News Source 2,2020-09-28 00:00:00,4,2431,6,-0.9331130762988107,0
2546,Headline 2546,Jane Smith,Content of news article 2546,Independent,2020-09-28 06:00:00,36,4732,15,0.368049975758697,0
2547,Headline 2547,John Doe,Content of news article 2547,Blog,2020-09-28 12:00:00,29,3122,4,-0.9052581047920718,1
2548,Headline 2548,Jane Smith,Content of news article 2548,News Source 2,2020-09-28 18:00:00,34,648,11,-0.9177815094299513,0
2549,Headline 2549,John Doe,Content of news article 2549,Blog,2020-09-29 00:00:00,74,3914,15,-0.49702652152222004,1
2550,Headline 2550,Jane Smith,Content of news article 2550,News Source 1,2020-09-29 06:00:00,63,1666,10,-0.6559126341597681,1
2551,Headline 2551,John Doe,Content of news article 2551,News Source 1,2020-09-29 12:00:00,24,2192,8,-0.2362736806070933,1
2552,Headline 2552,Reporter X,Content of news article 2552,Blog,2020-09-29 18:00:00,32,377,4,-0.39750064335569957,0
2553,Headline 2553,Anonymous,Content of news article 2553,News Source 2,2020-09-30 00:00:00,96,811,2,0.16075832657829547,0
2554,Headline 2554,Jane Smith,Content of news article 2554,News Source 1,2020-09-30 06:00:00,27,1840,6,-0.896816732598106,0
2555,Headline 2555,Jane Smith,Content of news article 2555,News Source 2,2020-09-30 12:00:00,87,2400,13,0.29596776724498985,0
2556,Headline 2556,Anonymous,Content of news article 2556,Blog,2020-09-30 18:00:00,46,4924,7,0.4630757452833407,1
2557,Headline 2557,Jane Smith,Content of news article 2557,News Source 1,2020-10-01 00:00:00,47,4273,9,-0.3656396472058421,0
2558,Headline 2558,John Doe,Content of news article 2558,Independent,2020-10-01 06:00:00,32,2755,12,-0.6956510038899721,0
2559,Headline 2559,Jane Smith,Content of news article 2559,News Source 1,2020-10-01 12:00:00,82,1569,1,0.8718999781584744,0
2560,Headline 2560,John Doe,Content of news article 2560,News Source 2,2020-10-01 18:00:00,18,4133,9,0.26522416607020594,0
2561,Headline 2561,Reporter X,Content of news article 2561,News Source 2,2020-10-02 00:00:00,6,3631,6,-0.4800086128717358,0
2562,Headline 2562,Reporter X,Content of news article 2562,News Source 2,2020-10-02 06:00:00,85,4501,7,0.8548536753481961,0
2563,Headline 2563,Reporter X,Content of news article 2563,News Source 1,2020-10-02 12:00:00,88,40,10,0.45940365715953146,1
2564,Headline 2564,Reporter X,Content of news article 2564,News Source 1,2020-10-02 18:00:00,97,4140,11,0.5919814916007593,1
2565,Headline 2565,Anonymous,Content of news article 2565,Independent,2020-10-03 00:00:00,83,2398,11,-0.9212058598629704,0
2566,Headline 2566,John Doe,Content of news article 2566,News Source 2,2020-10-03 06:00:00,81,121,1,0.07359822745595168,1
2567,Headline 2567,Anonymous,Content of news article 2567,Blog,2020-10-03 12:00:00,18,2726,8,-0.23439242040595443,0
2568,Headline 2568,Jane Smith,Content of news article 2568,Blog,2020-10-03 18:00:00,42,2596,4,-0.13933272823056675,1
2569,Headline 2569,Reporter X,Content of news article 2569,Blog,2020-10-04 00:00:00,85,2715,8,-0.6389732880428036,1
2570,Headline 2570,Reporter X,Content of news article 2570,News Source 1,2020-10-04 06:00:00,55,4511,10,0.645473042543985,0
2571,Headline 2571,Jane Smith,Content of news article 2571,News Source 2,2020-10-04 12:00:00,13,2157,6,-0.4845649124951128,1
2572,Headline 2572,Anonymous,Content of news article 2572,Blog,2020-10-04 18:00:00,48,4479,1,-0.9067482708254664,1
2573,Headline 2573,Reporter X,Content of news article 2573,News Source 2,2020-10-05 00:00:00,65,156,3,0.948293443429058,0
2574,Headline 2574,Jane Smith,Content of news article 2574,Independent,2020-10-05 06:00:00,46,2500,10,0.7628466991641061,0
2575,Headline 2575,Anonymous,Content of news article 2575,Blog,2020-10-05 12:00:00,26,1663,7,0.6769471442881307,1
2576,Headline 2576,John Doe,Content of news article 2576,Blog,2020-10-05 18:00:00,8,1297,7,0.5045128894652164,0
2577,Headline 2577,Reporter X,Content of news article 2577,Independent,2020-10-06 00:00:00,70,3836,5,0.8568834102982099,1
2578,Headline 2578,Reporter X,Content of news article 2578,Independent,2020-10-06 06:00:00,78,4761,4,0.4310904124428814,1
2579,Headline 2579,Anonymous,Content of news article 2579,News Source 1,2020-10-06 12:00:00,79,3190,1,-0.724618322559414,1
2580,Headline 2580,John Doe,Content of news article 2580,Independent,2020-10-06 18:00:00,85,2702,1,0.6538234448452813,0
2581,Headline 2581,Reporter X,Content of news article 2581,News Source 2,2020-10-07 00:00:00,48,4294,1,-0.4577514044507891,1
2582,Headline 2582,Jane Smith,Content of news article 2582,Blog,2020-10-07 06:00:00,13,3565,12,-0.2592023933391421,0
2583,Headline 2583,Jane Smith,Content of news article 2583,News Source 1,2020-10-07 12:00:00,12,1353,4,-0.7788661584281824,0
2584,Headline 2584,Anonymous,Content of news article 2584,Blog,2020-10-07 18:00:00,74,1724,5,-0.141584537993108,0
2585,Headline 2585,Jane Smith,Content of news article 2585,News Source 1,2020-10-08 00:00:00,80,2232,4,0.10425577551003218,0
2586,Headline 2586,Reporter X,Content of news article 2586,News Source 1,2020-10-08 06:00:00,25,2973,15,0.7848648136594025,0
2587,Headline 2587,Jane Smith,Content of news article 2587,News Source 2,2020-10-08 12:00:00,35,2010,4,0.5109742165542555,1
2588,Headline 2588,Anonymous,Content of news article 2588,Blog,2020-10-08 18:00:00,13,2392,12,0.2695312117310382,0
2589,Headline 2589,Anonymous,Content of news article 2589,Blog,2020-10-09 00:00:00,16,494,2,0.21704021082807312,0
2590,Headline 2590,Anonymous,Content of news article 2590,News Source 1,2020-10-09 06:00:00,45,3882,13,-0.48513691162901385,1
2591,Headline 2591,John Doe,Content of news article 2591,Independent,2020-10-09 12:00:00,80,4785,1,0.2530515680437777,1
2592,Headline 2592,Jane Smith,Content of news article 2592,News Source 1,2020-10-09 18:00:00,64,3601,4,0.24061996631849336,1
2593,Headline 2593,Reporter X,Content of news article 2593,Independent,2020-10-10 00:00:00,76,4455,13,-0.7275365102094598,1
2594,Headline 2594,Reporter X,Content of news article 2594,News Source 1,2020-10-10 06:00:00,68,696,9,0.5473629138654996,1
2595,Headline 2595,Reporter X,Content of news article 2595,Independent,2020-10-10 12:00:00,96,1969,10,0.4725277598696993,1
